Geo Point;Geo Shape;gid;num_materiel;type;insee;sens_orientation;orientation;tmjo_tv;tmjo_vl;tmjo_pl;hpm_tv;hps_tv;v85_vl;v85_pl;annee;semaine;orientation_av_2021;cdate;mdate
44.8981669, -0.7607579;"{""coordinates"": [-0.7607579, 44.8981669], ""type"": ""Point""}";2642;;COMPTAGE_ROUTIER;33449;;;1200;1192;8;126;129;51.0;38.0;2020;comptage du 21/01/2020 au 27/01/2020;Vers la rue Rol Tanguy;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8979239, -0.759481;"{""coordinates"": [-0.759481, 44.8979239], ""type"": ""Point""}";2644;;COMPTAGE_ROUTIER;33449;;;1204;1196;8;127;146;57.0;38.0;2020;comptage du 21/01/2020 au 27/01/2020;Vers la rue Rol Tanguy;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8618239, -0.602018;"{""coordinates"": [-0.602018, 44.8618239], ""type"": ""Point""}";2649;;COMPTAGE_ROUTIER;33069;;;1392;1383;9;103;118;36.0;27.0;2020;comptage du 09/06/2020 au 15/06/2020;Sens unique vers l'avenue de la Libération;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8614509, -0.6036059;"{""coordinates"": [-0.6036059, 44.8614509], ""type"": ""Point""}";2651;;COMPTAGE_ROUTIER;33069;;;2425;2419;6;169;272;39.0;36.0;2020;comptage du 09/06/2020 au 15/06/2020;Vers la rue Lamartine;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.7960289, -0.6221869;"{""coordinates"": [-0.6221869, 44.7960289], ""type"": ""Point""}";3375;;COMPTAGE_ROUTIER;33003;1;NORD;5286;5131;155;431;492;49.3;39.7;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.7963989, -0.622024;"{""coordinates"": [-0.622024, 44.7963989], ""type"": ""Point""}";3376;;COMPTAGE_ROUTIER;33003;2;SUD;7217;7019;198;668;824;54.7;44.6;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8098719, -0.625043;"{""coordinates"": [-0.625043, 44.8098719], ""type"": ""Point""}";3377;;COMPTAGE_ROUTIER;33003;1;EST;579;568;11;44;62;50.5;45.0;2021;du lundi 22/03/2021 au dimanche 28/03/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8076639, -0.639127;"{""coordinates"": [-0.639127, 44.8076639], ""type"": ""Point""}";3380;;COMPTAGE_ROUTIER;33003;2;SUD;4753;4663;90;432;417;31.7;30.8;2021;du mercredi 13/10/2021 au mardi 19/10/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8086359, -0.6361049;"{""coordinates"": [-0.6361049, 44.8086359], ""type"": ""Point""}";3382;;COMPTAGE_ROUTIER;33003;2;SUD_OUEST;4357;4321;36;472;409;55.7;49.7;2021;du lundi 22/03/2021 au dimanche 28/03/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.7976589, -0.621818;"{""coordinates"": [-0.621818, 44.7976589], ""type"": ""Point""}";3385;;COMPTAGE_ROUTIER;33003;1;NORD;1944;1881;63;201;180;47.0;37.9;2021;du lundi 04/01/2021 au dimanche 10/01/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8073029, -0.630919;"{""coordinates"": [-0.630919, 44.8073029], ""type"": ""Point""}";3391;;COMPTAGE_ROUTIER;33003;2;SUD;416;414;3;62;41;28.9;18.4;2021;du lundi 22/03/2021 au dimanche 28/03/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8211979, -0.608775;"{""coordinates"": [-0.608775, 44.8211979], ""type"": ""Point""}";3392;;COMPTAGE_ROUTIER;33003;1;NORD;3172;3085;87;539;269;33.8;30.6;2021;du mercredi 13/10/2021 au mardi 19/10/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8097529, -0.622297;"{""coordinates"": [-0.622297, 44.8097529], ""type"": ""Point""}";3395;;COMPTAGE_ROUTIER;33003;2;SUD_OUEST;5511;5398;114;537;513;45.3;37.1;2021;du lundi 22/03/2021 au dimanche 28/03/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8057929, -0.6383669;"{""coordinates"": [-0.6383669, 44.8057929], ""type"": ""Point""}";3396;;COMPTAGE_ROUTIER;33003;1;NORD;511;474;37;43;55;47.8;37.8;2021;du lundi 22/03/2021 au dimanche 28/03/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.7711399, -0.7149929;"{""coordinates"": [-0.7149929, 44.7711399], ""type"": ""Point""}";3400;;COMPTAGE_ROUTIER;33003;1;NORD_EST;5721;5342;379;580;497;69.3;65.1;2021;du vendredi 19/03/2021 au jeudi 25/03/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.7774569, -0.6999269;"{""coordinates"": [-0.6999269, 44.7774569], ""type"": ""Point""}";3403;;COMPTAGE_ROUTIER;33003;2;SUD_OUEST;4308;3899;409;275;420;64.4;59.6;2021;du vendredi 19/03/2021 au jeudi 25/03/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8055889, -0.6349189;"{""coordinates"": [-0.6349189, 44.8055889], ""type"": ""Point""}";3404;;COMPTAGE_ROUTIER;33003;1;NORD_EST;3983;3844;139;342;356;47.5;38.8;2021;du lundi 22/03/2021 au dimanche 28/03/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8056289, -0.6349589;"{""coordinates"": [-0.6349589, 44.8056289], ""type"": ""Point""}";3405;;COMPTAGE_ROUTIER;33003;1;SUD_OUEST;4150;3987;163;318;368;46.3;38.4;2021;du lundi 22/03/2021 au dimanche 28/03/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8006639, -0.6081479;"{""coordinates"": [-0.6081479, 44.8006639], ""type"": ""Point""}";3409;;COMPTAGE_ROUTIER;33003;2;SUD_EST;6993;6935;58;571;699;38.6;40.1;2021;du lundi 04/01/2021 au dimanche 10/01/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8073609, -0.624654;"{""coordinates"": [-0.624654, 44.8073609], ""type"": ""Point""}";3410;;COMPTAGE_ROUTIER;33003;2;SUD_EST;2533;2533;0;215;265;33.4;;2021;du lundi 22/03/2021 au dimanche 28/03/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8085199, -0.627873;"{""coordinates"": [-0.627873, 44.8085199], ""type"": ""Point""}";3411;;COMPTAGE_ROUTIER;33003;2;SUD_EST;3605;3603;3;334;316;26.1;17.0;2021;du lundi 22/03/2021 au dimanche 28/03/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8071399, -0.631846;"{""coordinates"": [-0.631846, 44.8071399], ""type"": ""Point""}";3413;;COMPTAGE_ROUTIER;33003;2;SUD;3074;2888;185;275;249;36.2;28.2;2021;du lundi 22/03/2021 au dimanche 28/03/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9256069, -0.73291;"{""coordinates"": [-0.73291, 44.9256069], ""type"": ""Point""}";3414;;COMPTAGE_ROUTIER;33003;1;NORD;41;40;0;3;3;29.3;;2021;du vendredi 25/06/2021 au jeudi 01/07/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9256069, -0.73291;"{""coordinates"": [-0.73291, 44.9256069], ""type"": ""Point""}";3415;;COMPTAGE_ROUTIER;33003;1;NORD;41;40;0;3;3;29.3;;2021;du vendredi 25/06/2021 au jeudi 01/07/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8163949, -0.572394;"{""coordinates"": [-0.572394, 44.8163949], ""type"": ""Point""}";3129;;COMPTAGE_ROUTIER;33003;2;SUD;6968;6675;293;335;489;44.0;37.2;2021;du vendredi 24/09/2021 au jeudi 30/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8241359, -0.5726719;"{""coordinates"": [-0.5726719, 44.8241359], ""type"": ""Point""}";3132;;COMPTAGE_ROUTIER;33003;1;NORD;184;105;79;7;7;45.1;34.8;2021;du vendredi 24/09/2021 au jeudi 30/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8544769, -0.5893579;"{""coordinates"": [-0.5893579, 44.8544769], ""type"": ""Point""}";3141;;COMPTAGE_ROUTIER;33003;1;NORD;4179;4134;45;305;356;44.7;40.1;2021;du jeudi 16/09/2021 au mercredi 22/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8278409, -0.590126;"{""coordinates"": [-0.590126, 44.8278409], ""type"": ""Point""}";3144;;COMPTAGE_ROUTIER;33003;1;EST;4481;4380;101;365;379;34.7;27.9;2021;du jeudi 25/11/2021 au mercredi 01/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8295929, -0.5860739;"{""coordinates"": [-0.5860739, 44.8295929], ""type"": ""Point""}";3146;;COMPTAGE_ROUTIER;33003;1;EST;3540;3433;107;266;319;37.3;28.6;2021;du jeudi 25/11/2021 au mercredi 01/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8319129, -0.582825;"{""coordinates"": [-0.582825, 44.8319129], ""type"": ""Point""}";3147;;COMPTAGE_ROUTIER;33003;1;EST;4397;4299;97;364;307;31.3;28.1;2021;du mercredi 08/09/2021 au mardi 14/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8786419, -0.585862;"{""coordinates"": [-0.585862, 44.8786419], ""type"": ""Point""}";3159;;COMPTAGE_ROUTIER;33003;2;OUEST;1727;1720;7;159;205;45.0;38.8;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8815279, -0.6053689;"{""coordinates"": [-0.6053689, 44.8815279], ""type"": ""Point""}";3160;;COMPTAGE_ROUTIER;33003;1;NORD;1739;1678;61;141;213;49.1;38.8;2021;du lundi 13/12/2021 au dimanche 19/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8141819, -0.548828;"{""coordinates"": [-0.548828, 44.8141819], ""type"": ""Point""}";2925;;COMPTAGE_ROUTIER;33003;2;SUD;2361;2292;69;188;214;42.8;32.4;2021;du lundi 29/03/2021 au dimanche 04/04/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8061239, -0.5489149;"{""coordinates"": [-0.5489149, 44.8061239], ""type"": ""Point""}";2928;;COMPTAGE_ROUTIER;33003;1;NORD;2806;2773;33;268;241;38.1;34.3;2021;du lundi 29/03/2021 au dimanche 04/04/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.7987559, -0.5484639;"{""coordinates"": [-0.5484639, 44.7987559], ""type"": ""Point""}";2930;;COMPTAGE_ROUTIER;33003;1;EST;4780;4670;110;282;509;43.0;38.3;2021;du lundi 29/03/2021 au dimanche 04/04/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.7987959, -0.548464;"{""coordinates"": [-0.548464, 44.7987959], ""type"": ""Point""}";2931;;COMPTAGE_ROUTIER;33003;2;OUEST;5346;5232;114;474;468;39.3;35.0;2021;du lundi 29/03/2021 au dimanche 04/04/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8025399, -0.558107;"{""coordinates"": [-0.558107, 44.8025399], ""type"": ""Point""}";2932;;COMPTAGE_ROUTIER;33003;1;NORD;3573;3460;112;288;322;44.7;38.1;2021;du lundi 29/03/2021 au dimanche 04/04/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8025399, -0.558147;"{""coordinates"": [-0.558147, 44.8025399], ""type"": ""Point""}";2933;;COMPTAGE_ROUTIER;33003;2;SUD;3512;3397;115;271;325;41.8;34.5;2021;du lundi 29/03/2021 au dimanche 04/04/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8005139, -0.5411049;"{""coordinates"": [-0.5411049, 44.8005139], ""type"": ""Point""}";2935;;COMPTAGE_ROUTIER;33003;1;EST;709;706;3;59;91;36.8;28.4;2021;du mercredi 03/02/2021 au mardi 09/02/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8077679, -0.555909;"{""coordinates"": [-0.555909, 44.8077679], ""type"": ""Point""}";2940;;COMPTAGE_ROUTIER;33003;2;OUEST;3645;3587;59;348;310;40.3;37.1;2021;du lundi 29/03/2021 au dimanche 04/04/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8120069, -0.55405;"{""coordinates"": [-0.55405, 44.8120069], ""type"": ""Point""}";2941;;COMPTAGE_ROUTIER;33003;1;NORD;1069;992;78;84;77;45.3;38.5;2021;du lundi 29/03/2021 au dimanche 04/04/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8061319, -0.542809;"{""coordinates"": [-0.542809, 44.8061319], ""type"": ""Point""}";2943;;COMPTAGE_ROUTIER;33003;1;NORD;1712;1587;125;156;139;39.4;29.8;2021;du lundi 29/03/2021 au dimanche 04/04/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8056889, -0.5571229;"{""coordinates"": [-0.5571229, 44.8056889], ""type"": ""Point""}";2948;;COMPTAGE_ROUTIER;33003;2;OUEST;1300;1295;6;126;140;30.4;26.5;2021;du lundi 31/05/2021 au dimanche 06/06/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8100309, -0.5365159;"{""coordinates"": [-0.5365159, 44.8100309], ""type"": ""Point""}";2952;;COMPTAGE_ROUTIER;33003;2;SUD_OUEST;611;580;31;40;52;48.4;35.1;2021;du lundi 29/03/2021 au dimanche 04/04/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9217509, -0.6256769;"{""coordinates"": [-0.6256769, 44.9217509], ""type"": ""Point""}";2955;;COMPTAGE_ROUTIER;33003;1;NORD;6577;6388;188;446;674;56.5;48.5;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9243879, -0.6239329;"{""coordinates"": [-0.6239329, 44.9243879], ""type"": ""Point""}";2959;;COMPTAGE_ROUTIER;33003;1;NORD;6814;6624;190;336;803;58.9;51.1;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9243879, -0.623973;"{""coordinates"": [-0.623973, 44.9243879], ""type"": ""Point""}";2960;;COMPTAGE_ROUTIER;33003;2;SUD;6278;6081;197;655;420;58.8;54.8;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9188689, -0.623528;"{""coordinates"": [-0.623528, 44.9188689], ""type"": ""Point""}";2963;;COMPTAGE_ROUTIER;33003;;EST;4019;3836;183;495;171;57.8;49.7;2021;du lundi 13/12/2021 au dimanche 19/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9301739, -0.627582;"{""coordinates"": [-0.627582, 44.9301739], ""type"": ""Point""}";2967;;COMPTAGE_ROUTIER;33003;1;EST;1658;1638;20;232;106;53.2;54.6;2021;du vendredi 15/10/2021 au jeudi 21/10/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9305909, -0.6229449;"{""coordinates"": [-0.6229449, 44.9305909], ""type"": ""Point""}";2969;;COMPTAGE_ROUTIER;33003;;EST;1819;1794;25;278;100;56.5;50.3;2021;du lundi 13/12/2021 au dimanche 19/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9306309, -0.6229449;"{""coordinates"": [-0.6229449, 44.9306309], ""type"": ""Point""}";2970;;COMPTAGE_ROUTIER;33003;;OUEST;1229;1214;15;32;195;54.8;48.5;2021;du lundi 13/12/2021 au dimanche 19/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.9228889, -0.624715;"{""coordinates"": [-0.624715, 44.9228889], ""type"": ""Point""}";2972;;COMPTAGE_ROUTIER;33003;;SUD;7042;6847;195;635;594;49.0;45.1;2021;du lundi 13/12/2021 au dimanche 19/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8209169, -0.560919;"{""coordinates"": [-0.560919, 44.8209169], ""type"": ""Point""}";2976;;COMPTAGE_ROUTIER;33003;2;SUD;3120;3053;67;312;335;39.3;28.5;2021;du mardi 19/01/2021 au lundi 25/01/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8525859, -0.587684;"{""coordinates"": [-0.587684, 44.8525859], ""type"": ""Point""}";2981;;COMPTAGE_ROUTIER;33003;1;NORD;2915;2901;14;234;235;27.6;38.9;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8195299, -0.5640099;"{""coordinates"": [-0.5640099, 44.8195299], ""type"": ""Point""}";2984;;COMPTAGE_ROUTIER;33003;2;SUD;1473;1462;12;129;210;28.7;28.7;2021;du vendredi 22/01/2021 au jeudi 28/01/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8569989, -0.587531;"{""coordinates"": [-0.587531, 44.8569989], ""type"": ""Point""}";2985;;COMPTAGE_ROUTIER;33003;1;EST;2057;1973;84;166;168;46.2;35.7;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8205579, -0.563902;"{""coordinates"": [-0.563902, 44.8205579], ""type"": ""Point""}";2988;;COMPTAGE_ROUTIER;33003;1;EST;783;783;1;67;103;32.7;37.8;2021;du mercredi 30/06/2021 au mardi 06/07/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8242229, -0.566141;"{""coordinates"": [-0.566141, 44.8242229], ""type"": ""Point""}";2994;;COMPTAGE_ROUTIER;33003;2;SUD;197;99;98;4;10;31.5;25.9;2021;du mardi 19/01/2021 au lundi 25/01/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8326869, -0.583939;"{""coordinates"": [-0.583939, 44.8326869], ""type"": ""Point""}";2997;;COMPTAGE_ROUTIER;33003;2;SUD;3225;3203;22;180;443;36.4;28.5;2021;du mercredi 08/09/2021 au mardi 14/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8324469, -0.5836549;"{""coordinates"": [-0.5836549, 44.8324469], ""type"": ""Point""}";2998;;COMPTAGE_ROUTIER;33003;1;NORD;1073;1061;12;86;82;36.2;26.1;2021;du jeudi 25/11/2021 au mercredi 01/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8330409, -0.5842719;"{""coordinates"": [-0.5842719, 44.8330409], ""type"": ""Point""}";2999;;COMPTAGE_ROUTIER;33003;2;SUD;2641;2638;3;169;365;17.3;17.0;2021;du jeudi 25/11/2021 au mercredi 01/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8435409, -0.5480059;"{""coordinates"": [-0.5480059, 44.8435409], ""type"": ""Point""}";3001;;COMPTAGE_ROUTIER;33003;2;OUEST;529;527;2;95;42;32.0;19.4;2021;du vendredi 10/12/2021 au jeudi 16/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8210499, -0.5779899;"{""coordinates"": [-0.5779899, 44.8210499], ""type"": ""Point""}";3002;;COMPTAGE_ROUTIER;33003;1;NORD;3003;2953;49;379;237;44.6;41.9;2021;du mardi 19/01/2021 au lundi 25/01/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8783079, -0.5477029;"{""coordinates"": [-0.5477029, 44.8783079], ""type"": ""Point""}";3004;;COMPTAGE_ROUTIER;33003;1;NORD;1244;1191;53;69;119;48.5;46.3;2021;du vendredi 15/10/2021 au jeudi 21/10/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8507289, -0.600664;"{""coordinates"": [-0.600664, 44.8507289], ""type"": ""Point""}";3006;;COMPTAGE_ROUTIER;33003;1;NORD;1315;1315;0;118;115;39.2;;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8442689, -0.550809;"{""coordinates"": [-0.550809, 44.8442689], ""type"": ""Point""}";3008;;COMPTAGE_ROUTIER;33003;2;SUD;375;373;2;35;31;24.9;25.0;2021;du vendredi 10/12/2021 au jeudi 16/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8418499, -0.547673;"{""coordinates"": [-0.547673, 44.8418499], ""type"": ""Point""}";3009;;COMPTAGE_ROUTIER;33003;2;SUD;788;784;4;97;70;29.8;27.3;2021;du vendredi 10/12/2021 au jeudi 16/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8400629, -0.5917349;"{""coordinates"": [-0.5917349, 44.8400629], ""type"": ""Point""}";3010;;COMPTAGE_ROUTIER;33003;1;NORD;2879;2749;130;196;301;36.7;33.9;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8505229, -0.626752;"{""coordinates"": [-0.626752, 44.8505229], ""type"": ""Point""}";3014;;COMPTAGE_ROUTIER;33003;2;OUEST;4156;4087;68;379;477;38.1;29.0;2021;du vendredi 10/12/2021 au jeudi 16/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8273319, -0.587555;"{""coordinates"": [-0.587555, 44.8273319], ""type"": ""Point""}";3016;;COMPTAGE_ROUTIER;33003;1;EST;154;154;0;16;9;23.7;;2021;du mercredi 08/09/2021 au mardi 14/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8273719, -0.587555;"{""coordinates"": [-0.587555, 44.8273719], ""type"": ""Point""}";3017;;COMPTAGE_ROUTIER;33003;2;OUEST;110;109;0;10;11;21.1;;2021;du mercredi 08/09/2021 au mardi 14/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8273319, -0.587555;"{""coordinates"": [-0.587555, 44.8273319], ""type"": ""Point""}";3018;;COMPTAGE_ROUTIER;33003;1;EST;564;563;0;66;51;35.7;;2021;du jeudi 25/11/2021 au mercredi 01/12/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8278609, -0.5901059;"{""coordinates"": [-0.5901059, 44.8278609], ""type"": ""Point""}";3021;;COMPTAGE_ROUTIER;33003;1;NORD;1844;1843;1;197;135;19.6;17.0;2021;du mercredi 08/09/2021 au mardi 14/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8521849, -0.588836;"{""coordinates"": [-0.588836, 44.8521849], ""type"": ""Point""}";3025;;COMPTAGE_ROUTIER;33003;1;EST;4960;4875;84;340;402;41.3;37.1;2021;du jeudi 16/09/2021 au mercredi 22/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8507119, -0.5840269;"{""coordinates"": [-0.5840269, 44.8507119], ""type"": ""Point""}";3027;;COMPTAGE_ROUTIER;33003;1;EST;7354;7267;87;796;522;36.7;32.4;2021;du jeudi 16/09/2021 au mercredi 22/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8514009, -0.5842259;"{""coordinates"": [-0.5842259, 44.8514009], ""type"": ""Point""}";3030;;COMPTAGE_ROUTIER;33003;2;SUD;1215;1208;7;130;118;28.6;26.0;2021;du jeudi 16/09/2021 au mercredi 22/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8535789, -0.5911329;"{""coordinates"": [-0.5911329, 44.8535789], ""type"": ""Point""}";3033;;COMPTAGE_ROUTIER;33003;2;SUD_OUEST;447;439;8;50;35;29.6;31.2;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8194829, -0.5734489;"{""coordinates"": [-0.5734489, 44.8194829], ""type"": ""Point""}";3036;;COMPTAGE_ROUTIER;33003;2;OUEST;5030;5018;12;504;318;47.0;40.7;2021;du vendredi 24/09/2021 au jeudi 30/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8306569, -0.587045;"{""coordinates"": [-0.587045, 44.8306569], ""type"": ""Point""}";3040;;COMPTAGE_ROUTIER;33003;1;NORD;3776;3636;140;506;292;39.3;29.6;2021;du mercredi 08/09/2021 au mardi 14/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8445419, -0.6288139;"{""coordinates"": [-0.6288139, 44.8445419], ""type"": ""Point""}";3041;;COMPTAGE_ROUTIER;33003;1;NORD;827;824;4;63;106;40.3;37.9;2021;du mercredi 27/01/2021 au mardi 02/02/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8445419, -0.628854;"{""coordinates"": [-0.628854, 44.8445419], ""type"": ""Point""}";3042;;COMPTAGE_ROUTIER;33003;2;SUD;1081;1077;3;118;117;38.1;36.0;2021;du mercredi 27/01/2021 au mardi 02/02/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8438549, -0.6303249;"{""coordinates"": [-0.6303249, 44.8438549], ""type"": ""Point""}";3043;;COMPTAGE_ROUTIER;33003;1;NORD_EST;502;501;1;34;68;47.1;38.2;2021;du mercredi 27/01/2021 au mardi 02/02/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8126219, -0.5691199;"{""coordinates"": [-0.5691199, 44.8126219], ""type"": ""Point""}";3047;;COMPTAGE_ROUTIER;33003;2;SUD;171;171;1;16;12;35.0;17.0;2021;du vendredi 24/09/2021 au jeudi 30/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8655749, -0.5735849;"{""coordinates"": [-0.5735849, 44.8655749], ""type"": ""Point""}";3049;;COMPTAGE_ROUTIER;33003;2;NORD_OUEST;2118;1973;145;184;175;48.8;40.9;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8531759, -0.5889749;"{""coordinates"": [-0.5889749, 44.8531759], ""type"": ""Point""}";3051;;COMPTAGE_ROUTIER;33003;1;EST;2716;2711;5;262;221;27.8;28.6;2021;du jeudi 16/09/2021 au mercredi 22/09/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8529559, -0.589749;"{""coordinates"": [-0.589749, 44.8529559], ""type"": ""Point""}";3053;;COMPTAGE_ROUTIER;33003;1;NORD_EST;1974;1969;5;199;175;33.3;38.5;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
44.8525249, -0.583208;"{""coordinates"": [-0.583208, 44.8525249], ""type"": ""Point""}";3062;;COMPTAGE_ROUTIER;33003;1;NORD;346;338;7;30;32;25.2;25.5;2021;du lundi 03/05/2021 au dimanche 09/05/2021;;2023-12-15T17:00:24+01:00;2024-02-14T15:12:17+01:00
