Geo Point;Geo Shape;gid;num_materiel;type;insee;sens_orientation;orientation;tmjo_tv;tmjo_vl;tmjo_pl;hpm_tv;hps_tv;v85_vl;v85_pl;annee;semaine;orientation_av_2021;cdate;mdate
44.8748909, -0.546411;"{""coordinates"": [-0.546411, 44.8748909], ""type"": ""Point""}";6293;16B024;COMPTAGE_ROUTIER;33063;1;NORD;95;94;1;8;6;31.0;27.8;2024;comptage du 03/06/2024 au 09/06/2024;;2024-06-13T14:01:03+02:00;2024-06-13T14:01:03+02:00
44.8793379, -0.618804;"{""coordinates"": [-0.618804, 44.8793379], ""type"": ""Point""}";4157;;COMPTAGE_ROUTIER;33075;1;NORD;1924;1921;3;144;211;48.3;45.2;2022;du vendredi 08/04/2022 au jeudi 14/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8850259, -0.589669;"{""coordinates"": [-0.589669, 44.8850259], ""type"": ""Point""}";4161;;COMPTAGE_ROUTIER;33075;1;EST;2827;2703;123;284;268;55.3;47.3;2022;du lundi 14/11/2022 au dimanche 20/11/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.9061769, -0.6486819;"{""coordinates"": [-0.6486819, 44.9061769], ""type"": ""Point""}";5379;BC0033;COMPTAGE_ROUTIER;33056;2;SUD_OUEST;3478;3477;1;308;432;47.3;37.4;2023;comptage du 28/03/2023 au 03/04/2023;;2024-02-13T13:19:57+01:00;2024-02-14T15:12:17+01:00
44.8285559, -0.5742069;"{""coordinates"": [-0.5742069, 44.8285559], ""type"": ""Point""}";5383;BC0049;COMPTAGE_ROUTIER;33063;1;NORD_EST;2544;2488;56;143;144;28.8;22.1;2023;comptage du 24/04/2023 au 30/04/2023;;2024-02-13T13:19:57+01:00;2024-02-14T15:12:17+01:00
44.8231319, -0.5800149;"{""coordinates"": [-0.5800149, 44.8231319], ""type"": ""Point""}";5384;16B080;COMPTAGE_ROUTIER;33063;1;NORD_EST;5811;5771;40;501;467;34.8;32.6;2023;comptage du 18/01/2023 au 24/01/2023;;2024-02-13T13:19:57+01:00;2024-02-14T15:12:17+01:00
44.8291459, -0.5865529;"{""coordinates"": [-0.5865529, 44.8291459], ""type"": ""Point""}";5389;BC0088;COMPTAGE_ROUTIER;33063;1;NORD_OUEST;2033;1904;129;235;137;38.3;28.6;2023;comptage du 24/04/2023 au 30/04/2023;;2024-02-13T13:19:57+01:00;2024-02-14T15:12:17+01:00
44.8281729, -0.5841309;"{""coordinates"": [-0.5841309, 44.8281729], ""type"": ""Point""}";5390;16B025;COMPTAGE_ROUTIER;33063;2;SUD_EST;542;542;0;50;46;24.5;;2023;comptage du 18/01/2023 au 24/01/2023;;2024-02-13T13:19:57+01:00;2024-02-14T15:12:17+01:00
44.8281729, -0.5841309;"{""coordinates"": [-0.5841309, 44.8281729], ""type"": ""Point""}";5391;KD73;COMPTAGE_ROUTIER;33063;2;SUD_EST;590;589;1;70;50;17.2;17.0;2023;comptage du 19/04/2023 au 25/04/2023;;2024-02-13T13:19:57+01:00;2024-02-14T15:12:17+01:00
44.8661479, -0.553479;"{""coordinates"": [-0.553479, 44.8661479], ""type"": ""Point""}";5401;16B095;COMPTAGE_ROUTIER;33063;1;NORD_OUEST;1905;1894;11;145;161;31.2;28.5;2023;comptage du 20/01/2023 au 26/01/2023;;2024-02-13T13:19:57+01:00;2024-02-14T15:12:17+01:00
44.8784209, -0.5517529;"{""coordinates"": [-0.5517529, 44.8784209], ""type"": ""Point""}";5405;BC0039;COMPTAGE_ROUTIER;33063;1;NORD_EST;526;525;1;32;43;35.4;34.0;2023;comptage du 15/09/2023 au 21/09/2023;;2024-02-13T13:19:57+01:00;2024-02-14T15:12:17+01:00
44.8293409, -0.580758;"{""coordinates"": [-0.580758, 44.8293409], ""type"": ""Point""}";5410;BC0037;COMPTAGE_ROUTIER;33063;2;SUD_EST;3280;3260;20;255;389;29.5;27.5;2023;comptage du 19/01/2023 au 25/01/2023;;2024-02-13T13:19:57+01:00;2024-02-14T15:12:17+01:00
44.8217539, -0.503439;"{""coordinates"": [-0.503439, 44.8217539], ""type"": ""Point""}";4703;BC0038;COMPTAGE_ROUTIER;33065;2;OUEST;300;296;4;36;21;49.2;47.8;2023;compatge du 03/10/2023 au 09/10/2023;;2024-02-13T11:26:12+01:00;2024-02-14T15:12:17+01:00
44.8089159, -0.515803;"{""coordinates"": [-0.515803, 44.8089159], ""type"": ""Point""}";4704;BC0088;COMPTAGE_ROUTIER;33065;1;EST;516;514;2;16;80;42.2;39.1;2023;compatge du 05/10/2023 au 11/10/2023;;2024-02-13T11:26:12+01:00;2024-02-14T15:12:17+01:00
44.8089559, -0.515803;"{""coordinates"": [-0.515803, 44.8089559], ""type"": ""Point""}";4705;BC0088;COMPTAGE_ROUTIER;33065;2;OUEST;608;608;1;100;48;46.6;35.5;2023;compatge du 05/10/2023 au 11/10/2023;;2024-02-13T11:26:12+01:00;2024-02-14T15:12:17+01:00
44.7797179, -0.5656829;"{""coordinates"": [-0.5656829, 44.7797179], ""type"": ""Point""}";4326;;COMPTAGE_ROUTIER;33550;1;SUD;1244;1241;3;48;150;46.8;37.9;2022;du mercredi 11/05/2022 au mardi 17/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8659289, -0.5859289;"{""coordinates"": [-0.5859289, 44.8659289], ""type"": ""Point""}";3957;;COMPTAGE_ROUTIER;33069;1;EST;15;15;0;2;1;43.8;;2022;du lundi 05/09/2022 au dimanche 11/09/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8857849, -0.590434;"{""coordinates"": [-0.590434, 44.8857849], ""type"": ""Point""}";3963;;COMPTAGE_ROUTIER;33069;1;EST;193;191;2;10;22;39.3;33.5;2022;du vendredi 08/04/2022 au jeudi 14/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8858249, -0.5904339;"{""coordinates"": [-0.5904339, 44.8858249], ""type"": ""Point""}";3964;;COMPTAGE_ROUTIER;33069;2;OUEST;570;568;2;131;103;50.7;27.6;2022;du vendredi 08/04/2022 au jeudi 14/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8769749, -0.6218109;"{""coordinates"": [-0.6218109, 44.8769749], ""type"": ""Point""}";3965;;COMPTAGE_ROUTIER;33069;1;NORD;2028;2022;6;134;212;48.5;49.2;2022;du vendredi 08/04/2022 au jeudi 14/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8807939, -0.614711;"{""coordinates"": [-0.614711, 44.8807939], ""type"": ""Point""}";3971;;COMPTAGE_ROUTIER;33069;1;NORD;2032;2032;0;211;174;40.3;;2022;du vendredi 08/04/2022 au jeudi 14/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8613229, -0.515861;"{""coordinates"": [-0.515861, 44.8613229], ""type"": ""Point""}";3981;;COMPTAGE_ROUTIER;33069;2;OUEST;1694;1693;1;160;156;33.4;27.8;2022;du jeudi 01/12/2022 au mercredi 07/12/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8583819, -0.5325909;"{""coordinates"": [-0.5325909, 44.8583819], ""type"": ""Point""}";3986;;COMPTAGE_ROUTIER;33069;2;SUD;1006;976;30;83;89;51.6;47.8;2022;du jeudi 01/12/2022 au mercredi 07/12/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8595579, -0.520259;"{""coordinates"": [-0.520259, 44.8595579], ""type"": ""Point""}";3988;;COMPTAGE_ROUTIER;33069;2;SUD;4596;4580;15;280;386;42.9;38.1;2022;du jeudi 01/12/2022 au mercredi 07/12/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8576169, -0.515536;"{""coordinates"": [-0.515536, 44.8576169], ""type"": ""Point""}";3990;;COMPTAGE_ROUTIER;33069;1;NORD;6995;6975;20;564;661;47.2;38.7;2022;du jeudi 01/12/2022 au mercredi 07/12/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8530819, -0.525687;"{""coordinates"": [-0.525687, 44.8530819], ""type"": ""Point""}";3999;;COMPTAGE_ROUTIER;33069;2;OUEST;2691;2683;8;250;268;50.3;57.9;2022;du mardi 06/12/2022 au lundi 12/12/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8537059, -0.510764;"{""coordinates"": [-0.510764, 44.8537059], ""type"": ""Point""}";4004;;COMPTAGE_ROUTIER;33069;2;OUEST;5340;5239;101;430;434;45.6;46.0;2022;du mardi 06/12/2022 au lundi 12/12/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.4935099, -0.5333379;"{""coordinates"": [-0.5333379, 44.4935099], ""type"": ""Point""}";4007;;COMPTAGE_ROUTIER;33069;2;SUD;2507;2432;75;224;239;41.3;35.7;2022;du jeudi 01/12/2022 au mercredi 07/12/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8482759, -0.521803;"{""coordinates"": [-0.521803, 44.8482759], ""type"": ""Point""}";4008;;COMPTAGE_ROUTIER;33069;1;EST;1210;1205;5;78;125;41.6;36.6;2022;du jeudi 01/12/2022 au mercredi 07/12/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8483159, -0.5218029;"{""coordinates"": [-0.5218029, 44.8483159], ""type"": ""Point""}";4009;;COMPTAGE_ROUTIER;33069;2;OUEST;1073;1069;4;123;96;45.9;38.8;2022;du jeudi 01/12/2022 au mercredi 07/12/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8586159, -0.524132;"{""coordinates"": [-0.524132, 44.8586159], ""type"": ""Point""}";4015;;COMPTAGE_ROUTIER;33069;2;SUD;2654;2611;43;183;243;49.0;44.6;2022;du jeudi 01/12/2022 au mercredi 07/12/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8444229, -0.531092;"{""coordinates"": [-0.531092, 44.8444229], ""type"": ""Point""}";4020;;COMPTAGE_ROUTIER;33069;1;EST;9834;9539;295;619;829;54.9;48.9;2022;du jeudi 01/12/2022 au mercredi 07/12/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8444569, -0.5310849;"{""coordinates"": [-0.5310849, 44.8444569], ""type"": ""Point""}";4021;;COMPTAGE_ROUTIER;33069;2;OUEST;13812;13425;387;1239;1008;57.5;53.4;2022;du jeudi 01/12/2022 au mercredi 07/12/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8428799, -0.535144;"{""coordinates"": [-0.535144, 44.8428799], ""type"": ""Point""}";4024;;COMPTAGE_ROUTIER;33069;1;EST;2274;2209;65;151;218;41.8;31.0;2022;du jeudi 01/12/2022 au mercredi 07/12/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8188199, -0.5712229;"{""coordinates"": [-0.5712229, 44.8188199], ""type"": ""Point""}";4027;;COMPTAGE_ROUTIER;33069;1;EST;390;387;2;48;41;30.6;21.0;2022;du jeudi 10/03/2022 au mercredi 16/03/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8768209, -0.5508259;"{""coordinates"": [-0.5508259, 44.8768209], ""type"": ""Point""}";4033;;COMPTAGE_ROUTIER;33069;1;NORD;362;362;1;21;30;34.4;35.5;2022;du mardi 28/06/2022 au lundi 04/07/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8768209, -0.5508659;"{""coordinates"": [-0.5508659, 44.8768209], ""type"": ""Point""}";4034;;COMPTAGE_ROUTIER;33069;2;SUD;370;370;0;33;31;35.0;;2022;du mardi 28/06/2022 au lundi 04/07/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8446819, -0.5736;"{""coordinates"": [-0.5736, 44.8446819], ""type"": ""Point""}";4037;;COMPTAGE_ROUTIER;33069;1;EST;2047;1757;290;124;126;35.9;29.4;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8584499, -0.5352379;"{""coordinates"": [-0.5352379, 44.8584499], ""type"": ""Point""}";4041;;COMPTAGE_ROUTIER;33069;1;EST;3262;3231;31;164;221;40.7;39.3;2022;du lundi 30/05/2022 au dimanche 05/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8589309, -0.5381139;"{""coordinates"": [-0.5381139, 44.8589309], ""type"": ""Point""}";4042;;COMPTAGE_ROUTIER;33069;1;EST;3259;3227;31;166;229;22.8;17.3;2022;du lundi 30/05/2022 au dimanche 05/06/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8541009, -0.5093959;"{""coordinates"": [-0.5093959, 44.8541009], ""type"": ""Point""}";4052;;COMPTAGE_ROUTIER;33069;1;NORD;1007;1003;3;104;100;40.7;18.1;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8541009, -0.5094359;"{""coordinates"": [-0.5094359, 44.8541009], ""type"": ""Point""}";4053;;COMPTAGE_ROUTIER;33069;2;SUD;539;528;11;38;42;38.2;17.0;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8585589, -0.5142949;"{""coordinates"": [-0.5142949, 44.8585589], ""type"": ""Point""}";4054;;COMPTAGE_ROUTIER;33069;2;SUD;95;95;0;9;11;33.5;;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8566919, -0.513986;"{""coordinates"": [-0.513986, 44.8566919], ""type"": ""Point""}";4057;;COMPTAGE_ROUTIER;33069;2;OUEST;1020;1017;3;99;139;38.0;17.0;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8562449, -0.5142439;"{""coordinates"": [-0.5142439, 44.8562449], ""type"": ""Point""}";4059;;COMPTAGE_ROUTIER;33069;1;EST;614;611;2;57;63;39.7;26.0;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8562319, -0.512447;"{""coordinates"": [-0.512447, 44.8562319], ""type"": ""Point""}";4060;;COMPTAGE_ROUTIER;33069;1;EST;657;644;13;69;60;31.4;18.8;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8562719, -0.5124469;"{""coordinates"": [-0.5124469, 44.8562719], ""type"": ""Point""}";4061;;COMPTAGE_ROUTIER;33069;2;OUEST;834;831;3;83;106;35.0;24.4;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8561769, -0.5117179;"{""coordinates"": [-0.5117179, 44.8561769], ""type"": ""Point""}";4062;;COMPTAGE_ROUTIER;33069;1;EST;473;461;12;25;51;30.3;23.2;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8558739, -0.5120559;"{""coordinates"": [-0.5120559, 44.8558739], ""type"": ""Point""}";4064;;COMPTAGE_ROUTIER;33069;1;NORD;573;570;3;57;67;33.7;28.9;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8558739, -0.5120959;"{""coordinates"": [-0.5120959, 44.8558739], ""type"": ""Point""}";4065;;COMPTAGE_ROUTIER;33069;2;SUD;249;245;3;48;20;36.1;24.0;2022;du jeudi 31/03/2022 au mercredi 06/04/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8649629, -0.5845549;"{""coordinates"": [-0.5845549, 44.8649629], ""type"": ""Point""}";4074;;COMPTAGE_ROUTIER;33069;2;SUD;1573;1572;1;184;140;29.2;25.5;2022;du lundi 02/05/2022 au dimanche 08/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8653699, -0.5836959;"{""coordinates"": [-0.5836959, 44.8653699], ""type"": ""Point""}";4075;;COMPTAGE_ROUTIER;33069;1;EST;354;352;2;56;32;28.5;26.0;2022;du lundi 02/05/2022 au dimanche 08/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8654099, -0.5836959;"{""coordinates"": [-0.5836959, 44.8654099], ""type"": ""Point""}";4076;;COMPTAGE_ROUTIER;33069;2;OUEST;1792;1788;4;104;226;29.3;24.6;2022;du lundi 02/05/2022 au dimanche 08/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8631289, -0.5844579;"{""coordinates"": [-0.5844579, 44.8631289], ""type"": ""Point""}";4090;;COMPTAGE_ROUTIER;33069;1;NORD;1585;1577;8;87;174;38.4;39.9;2022;du lundi 02/05/2022 au dimanche 08/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8615369, -0.588906;"{""coordinates"": [-0.588906, 44.8615369], ""type"": ""Point""}";4092;;COMPTAGE_ROUTIER;33069;2;OUEST;1385;1380;5;98;156;36.7;28.5;2022;du lundi 02/05/2022 au dimanche 08/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8671749, -0.5856399;"{""coordinates"": [-0.5856399, 44.8671749], ""type"": ""Point""}";4094;;COMPTAGE_ROUTIER;33069;2;OUEST;2247;2244;4;271;344;47.4;38.6;2022;du lundi 02/05/2022 au dimanche 08/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8682199, -0.5817439;"{""coordinates"": [-0.5817439, 44.8682199], ""type"": ""Point""}";4095;;COMPTAGE_ROUTIER;33069;1;EST;1739;1723;16;244;156;53.9;45.2;2022;du lundi 02/05/2022 au dimanche 08/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8667359, -0.5839359;"{""coordinates"": [-0.5839359, 44.8667359], ""type"": ""Point""}";4097;;COMPTAGE_ROUTIER;33069;1;NORD;1325;1317;8;133;132;37.9;32.9;2022;du lundi 02/05/2022 au dimanche 08/05/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8331749, -0.5622529;"{""coordinates"": [-0.5622529, 44.8331749], ""type"": ""Point""}";4102;;COMPTAGE_ROUTIER;33063;1;NORD_OUEST;777;774;2;65;52;25.0;18.7;2022;du mercredi 19/10/2022 au mardi 25/10/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8330279, -0.5620369;"{""coordinates"": [-0.5620369, 44.8330279], ""type"": ""Point""}";4103;;COMPTAGE_ROUTIER;33063;2;SUD;2643;2631;12;183;202;17.4;17.3;2022;du mercredi 19/10/2022 au mardi 25/10/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8324449, -0.5634319;"{""coordinates"": [-0.5634319, 44.8324449], ""type"": ""Point""}";4104;;COMPTAGE_ROUTIER;33063;2;SUD_EST;479;474;5;41;39;17.3;17.0;2022;du mercredi 19/10/2022 au mardi 25/10/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8310359, -0.561665;"{""coordinates"": [-0.561665, 44.8310359], ""type"": ""Point""}";4109;;COMPTAGE_ROUTIER;33063;1;NORD;1423;1420;3;120;102;27.0;19.4;2022;du mercredi 19/10/2022 au mardi 25/10/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8310359, -0.5617049;"{""coordinates"": [-0.5617049, 44.8310359], ""type"": ""Point""}";4110;;COMPTAGE_ROUTIER;33063;2;SUD;658;656;2;54;53;26.4;18.7;2022;du mercredi 19/10/2022 au mardi 25/10/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8307639, -0.561264;"{""coordinates"": [-0.561264, 44.8307639], ""type"": ""Point""}";4112;;COMPTAGE_ROUTIER;33063;2;OUEST;5304;5281;23;446;381;28.3;22.6;2022;du mercredi 19/10/2022 au mardi 25/10/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8305579, -0.5662139;"{""coordinates"": [-0.5662139, 44.8305579], ""type"": ""Point""}";4117;;COMPTAGE_ROUTIER;33063;2;SUD_EST;1082;1076;6;71;82;35.4;28.1;2022;du mercredi 19/10/2022 au mardi 25/10/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7992839, -0.6736739;"{""coordinates"": [-0.6736739, 44.7992839], ""type"": ""Point""}";4122;;COMPTAGE_ROUTIER;33318;1;NORD;692;588;104;41;62;48.7;40.3;2022;du mardi 27/09/2022 au lundi 03/10/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.7992839, -0.673714;"{""coordinates"": [-0.673714, 44.7992839], ""type"": ""Point""}";4123;;COMPTAGE_ROUTIER;33318;2;SUD;752;642;109;62;59;51.5;47.0;2022;du mardi 27/09/2022 au lundi 03/10/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
45.0230389, -0.545027;"{""coordinates"": [-0.545027, 45.0230389], ""type"": ""Point""}";4127;;COMPTAGE_ROUTIER;33004;2;OUEST;90;87;3;4;10;74.0;68.9;2022;du mercredi 14/09/2022 au mardi 20/09/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8734549, -0.588523;"{""coordinates"": [-0.588523, 44.8734549], ""type"": ""Point""}";4128;;COMPTAGE_ROUTIER;33075;1;EST;635;633;2;88;63;36.2;28.8;2022;du mercredi 21/09/2022 au mardi 27/09/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8713649, -0.59533;"{""coordinates"": [-0.59533, 44.8713649], ""type"": ""Point""}";4131;;COMPTAGE_ROUTIER;33075;2;SUD_EST;3133;3074;59;436;279;40.3;35.9;2022;du vendredi 14/10/2022 au jeudi 20/10/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8732549, -0.58762;"{""coordinates"": [-0.58762, 44.8732549], ""type"": ""Point""}";4133;;COMPTAGE_ROUTIER;33075;2;OUEST;1941;1931;10;177;290;38.7;36.6;2022;du mercredi 21/09/2022 au mardi 27/09/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8807479, -0.598485;"{""coordinates"": [-0.598485, 44.8807479], ""type"": ""Point""}";4134;;COMPTAGE_ROUTIER;33075;1;SUD_EST;135;134;0;14;15;30.1;;2022;du mercredi 21/09/2022 au mardi 27/09/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8721929, -0.5969299;"{""coordinates"": [-0.5969299, 44.8721929], ""type"": ""Point""}";4136;;COMPTAGE_ROUTIER;33075;1;NORD_EST;2171;2118;53;166;242;25.7;30.1;2022;du vendredi 14/10/2022 au jeudi 20/10/2022;;2023-12-15T17:00:25+01:00;2024-02-14T15:12:17+01:00
44.8646979, -0.5873709;"{""coordinates"": [-0.5873709, 44.8646979], ""type"": ""Point""}";4716;BC0033;COMPTAGE_ROUTIER;33069;2;SUD;3647;3623;24;441;362;37.4;37.0;2023;compatge du 09/10/2023 au 15/10/2023;;2024-02-13T11:26:12+01:00;2024-02-14T15:12:17+01:00
44.8678359, -0.588496;"{""coordinates"": [-0.588496, 44.8678359], ""type"": ""Point""}";4723;BC0096;COMPTAGE_ROUTIER;33069;2;SUD;856;837;19;96;72;37.5;36.6;2023;compatge du 20/02/2023 au 26/02/2023;;2024-02-13T11:26:12+01:00;2024-03-26T13:27:57+01:00
44.8678359, -0.588456;"{""coordinates"": [-0.588456, 44.8678359], ""type"": ""Point""}";4724;BC0096;COMPTAGE_ROUTIER;33069;1;NORD;1850;1813;37;189;208;37.8;39.4;2023;compatge du 20/02/2023 au 26/02/2023;;2024-02-13T11:26:12+01:00;2024-03-26T13:27:59+01:00
44.8678359, -0.588496;"{""coordinates"": [-0.588496, 44.8678359], ""type"": ""Point""}";4725;BC0096;COMPTAGE_ROUTIER;33069;2;SUD;847;830;18;91;71;37.5;34.3;2023;compatge du 20/02/2023 au 26/02/2023;;2024-02-13T11:26:12+01:00;2024-03-26T13:28:01+01:00
44.8645169, -0.5822979;"{""coordinates"": [-0.5822979, 44.8645169], ""type"": ""Point""}";4729;16b081;COMPTAGE_ROUTIER;33069;1;EST;18;18;0;1;2;33.3;;2023;compatge du 20/02/2023 au 26/02/2023;;2024-02-13T11:26:12+01:00;2024-02-14T15:12:17+01:00
44.8645569, -0.5822979;"{""coordinates"": [-0.5822979, 44.8645569], ""type"": ""Point""}";4730;16b081;COMPTAGE_ROUTIER;33069;2;OUEST;1590;1580;10;113;196;42.2;35.5;2023;compatge du 20/02/2023 au 26/02/2023;;2024-02-13T11:26:12+01:00;2024-02-14T15:12:17+01:00
44.8293819, -0.584925;"{""coordinates"": [-0.584925, 44.8293819], ""type"": ""Point""}";5413;BC0030;COMPTAGE_ROUTIER;33063;1;NORD_EST;1075;1066;9;120;84;35.9;28.7;2023;comptage du 14/11/2023 au 20/11/2023;;2024-02-13T13:19:57+01:00;2024-02-14T15:12:17+01:00
44.8530929, -0.609428;"{""coordinates"": [-0.609428, 44.8530929], ""type"": ""Point""}";5414;BC0039;COMPTAGE_ROUTIER;33063;1;SUD_EST;2993;2940;53;290;240;48.6;46.6;2023;comptage du 11/05/2023 au 17/05/2023;;2024-02-13T13:19:57+01:00;2024-02-14T15:12:17+01:00
44.8531329, -0.6093879;"{""coordinates"": [-0.6093879, 44.8531329], ""type"": ""Point""}";5417;BC0039;COMPTAGE_ROUTIER;33063;2;NORD_OUEST;7359;7187;172;478;571;43.7;37.0;2023;comptage du 04/11/2023 au 10/11/2023;;2024-02-13T13:19:57+01:00;2024-02-14T15:12:17+01:00
44.8484639, -0.5854999;"{""coordinates"": [-0.5854999, 44.8484639], ""type"": ""Point""}";5418;16b098;COMPTAGE_ROUTIER;33063;2;SUD_OUEST;3013;3008;5;291;295;36.4;30.3;2023;comptage du 14/09/2023 au 20/09/2023;;2024-02-13T13:19:57+01:00;2024-02-14T15:12:17+01:00
44.8563489, -0.585357;"{""coordinates"": [-0.585357, 44.8563489], ""type"": ""Point""}";5419;16b092;COMPTAGE_ROUTIER;33063;1;NORD_OUEST;2610;2588;22;265;257;35.8;47.1;2023;comptage du 10/03/2023 au 16/03/2023;;2024-02-13T13:19:57+01:00;2024-02-14T15:12:17+01:00
44.8563089, -0.585397;"{""coordinates"": [-0.585397, 44.8563089], ""type"": ""Point""}";5420;16b092;COMPTAGE_ROUTIER;33063;2;SUD_EST;1454;1453;1;182;111;29.0;29.8;2023;comptage du 10/03/2023 au 16/03/2023;;2024-02-13T13:19:57+01:00;2024-02-14T15:12:17+01:00
44.8401789, -0.58617;"{""coordinates"": [-0.58617, 44.8401789], ""type"": ""Point""}";5421;16b025;COMPTAGE_ROUTIER;33063;2;SUD_OUEST;352;352;0;39;19;17.2;;2023;comptage du 16/10/2023 au 22/10/2023;;2024-02-13T13:19:57+01:00;2024-02-14T15:12:17+01:00
44.8301999, -0.5891099;"{""coordinates"": [-0.5891099, 44.8301999], ""type"": ""Point""}";5422;16B054;COMPTAGE_ROUTIER;33063;2;SUD_OUEST;3632;3577;55;324;309;26.0;22.7;2023;comptage du 18/01/2023 au 24/01/2023;;2024-02-13T13:19:57+01:00;2024-02-14T15:12:17+01:00
